1,HU - HUNGARIA,"9603909100 - Fshesat e fshireseve te rrugeve; fshesa dhe furca te tipit te perdorur ne shtepi, perfshire furcat e kepuceve dhe furcat e rrobave; furcat per te pastruar kafshet",16342.56,C96
1,IL - IZAELI,8708299000 - Pjese dhe plotesuesi te tjere per trupat e automjeteve,1996.61,C87
1,IT - ITALIA,8708299000 - Pjese dhe plotesuesi te tjere per trupat e automjeteve,2006.43,C87
1,IT - ITALIA,"2009899600 - Leng qershije, me vlere Brix jo me te madhe se 67, me vlere jo me te madhe se 30 Euro/100kg, pa sheqer shetse",1382.4,C20
1,IT - ITALIA,"2101129200 - Pergatitje me baze te ekstrakteve, esencave apo koncentrateve te kafese",921.6,C21
1,IT - ITALIA,7019660000 - Pelhura te endura te hapura me gjeresi mbi 30 cm,5474.96,C70
1,IT - ITALIA,6405100000 - Me suprinen prej lekure apo prej lekure te ripunuar,6699,C64
1,IT - ITALIA,4407129000 - Te tjera,11700,C44
1,LU - LUKSEMBURGU,8481801100 - Valvolat perzjerese,182.4,C84
1,MK - Maqedonia e Veriut,"6810111000 - Blloqe dhe tulla ndertimi prej betoni te lehte (me baze shtuf i shtypur, skorje e kokerrzuar, etj.)",117436.22,C68
1,MK - Maqedonia e Veriut,"0201100000 - Mish gjedhi i fresket (ose i ftohur), trup ose gjysem trup",148005,C02
1,MK - Maqedonia e Veriut,"3921110000 - Pllaka, fleta, filma, etj., prej plastike celulare, prej polimereve te stirenit",109140.43,C39
1,MK - Maqedonia e Veriut,"8704229900 - Automjet transporti mallrash, me motor diezel, me peshe mbajtese mbi 5Ton deri 20Ton, te perdorura",35490,C87
1,MK - Maqedonia e Veriut,8311900000 - Te tjera,7982.5,C83
1,MK - Maqedonia e Veriut,2202100000 - Pije freskuese (uje me shtesa embelsuese dhe aromatizuese),119251.94,C22
1,MK - Maqedonia e Veriut,2601200000 - Pirit i pjekur i hekurit,8167.27,C26
1,MK - Maqedonia e Veriut,"8508600000 - Fshesa te tjera me korrent, jo me motor te vetkontrolluar",194.92,C85
1,MK - Maqedonia e Veriut,7801100000 - Plumb i rafinuar,100192.55,C78
1,MK - Maqedonia e Veriut,4421999900 - Te tjera,124.27,C44
1,MK - Maqedonia e Veriut,1904101000 - Ushqimet e pergatitura fituar nga bymimi apo pjekja e kokrrave te misrit,3077.76,C19
1,MK - Maqedonia e Veriut,"9404299000 - Dysheke prej materialesh te ndryshme nga goma apo plastike, pa susta brenda",63031.5,C94
1,MK - Maqedonia e Veriut,"3921190000 - Pllaka, fleta, filma, etj., prej plastike celulare, prej plastikave te tjera te paspecifikuar me lart ne 39211x",32793,C39
1,MK - Maqedonia e Veriut,"7321190000 - Stufa te tjera per gatim me lende te tjera djegese, edhe te ngurta, prej gize ose celiku",214.5,C73
1,MK - Maqedonia e Veriut,"4818101000 - Leter tualeti, me peshe jo me shume se 25 g/m2, per shtrese",5488.56,C48
1,MK - Maqedonia e Veriut,"9401790000 - Ndenjese me skelet metalik, jo te mobiluara",3361.4,C94
1,MK - Maqedonia e Veriut,1904109000 - Ushqimet e pergatitura fituar nga bymimi apo pjekja e kokrrave te drithrave te tjere,3558.84,C19
1,MK - Maqedonia e Veriut,3401110000 - Sapun ne kallepe per perdorim tualeti (perfshire produktet mjeksore),16256.46,C34
1,MK - Maqedonia e Veriut,7604299000 - Profile (jo te zgavruara) prej lidhjesh te aluminit,17322.62,C76
1,MK - Maqedonia e Veriut,"2106909800 - Pergatitje ushqimore te paspecifikuara ndokund tjeter, qe permbajne jo me pak se 1,5% yndyre qumeshti, 5% saharoze apo izoglukoze, 5%  glukoze apo niseshte",9677.34,C21
1,MK - Maqedonia e Veriut,"2204219700 - Vere e bardhe, nga jashte BE, jo nga ndonje varietet i caktuar rrushi",63.46,C22
1,MK - Maqedonia e Veriut,"8544499500 - Tela dhe kabllo me shume percjelles, per nje voltazh me teper se 80 V por me pak se 1 000 V, pa pershtatje per lidhesa",4057.75,C85
1,MK - Maqedonia e Veriut,"7610909000 - Konstruksione te tjera, prej alumini (ndryshe nga dyer, dritare, ura, shtylla, etj.)",20121.76,C76
1,MK - Maqedonia e Veriut,"3921904100 - Pllaka, fleta, filma, etj., te laminuara me presion te larte, prej amino-rezinave, me siperfaqe dekorative nga te dyja anet",2283.9,C39
1,MK - Maqedonia e Veriut,"3105209000 - Pleheruesit kimike apo minerale me te tre elementet pleherues nitrogjen, fosfor dhe kalium, me deri 10% azot",17100,C31
1,MK - Maqedonia e Veriut,"8427201900 - Mjete ngritese pirun me motor jo elektrik, me nje lartesi ngritjeje 1 m apo me shume, per terrene te rrafshta",16000,C84
1,MK - Maqedonia e Veriut,"6116990000 - Doreza te thurura, prej materialeve te tjera tekstile",217.47,C61
1,MK - Maqedonia e Veriut,3402909000 - Preparatet per larje dhe preparatet per pastrim,1450.04,C34
1,MK - Maqedonia e Veriut,8716398000 - Rimorki te perdorura,6800,C87
1,MK - Maqedonia e Veriut,"6901000000 - Tulla, blloqe, pllaka dhe mallra te tjera qeramike prej miellrave te fosilit silicor (psh, kieselguhr, tripolite apo diatomite) apo prej dherave te ngjashem silicore:",880,C69
1,MR - MAURITANIA,8708913500 - Radiatoret per automjete,350,C87
1,NL - HOLANDA,"0709510000 - Kerpudha te llojit Agaricus, te fresketa",42400,C07
1,NL - HOLANDA,"9404299000 - Dysheke prej materialesh te ndryshme nga goma apo plastike, pa susta brenda",28310.5,C94
1,NL - HOLANDA,3401110000 - Sapun ne kallepe per perdorim tualeti (perfshire produktet mjeksore),149066.26,C34
1,NL - HOLANDA,7907000000 - Artikuj te tjere prej zinku,67543.34,C79
1,NL - HOLANDA,7326909800 - Artikuj te tjere prej gize apo celiku,4101.8,C73
1,NL - HOLANDA,1602392900 - Pergatitje te gatuara prej mishi te shpendeve te tjere me mbi 57% mish apo te brendshme,166651.12,C16
1,PL - POLONIA,8504408290 - Reflektues (rectifiers),259.5,C85
1,RO - RUMANIA,"6204499000 - Fustane per gra dhe vajza, prej materialeve te tjera tekstile",1810,C62
1,RO - RUMANIA,2202991999 - Te tjera  ,3317.8,C22
1,RO - RUMANIA,4415209000 - Paleta te tjera prej druri,5256.57,C44
1,SA - ARABIA SAUDITE,"1905329900 - Waffles ose wafera, te tjera, jo te veshura, qofte edhe pjeserisht, me cokollate apo pergatitje te tjera qe permbajne kakao,",13374.63,C19
1,SA - ARABIA SAUDITE,8701219000 - Vetem me motor me piston me djegie te brendshme me ndezje kompresimi (nafte ose gjysme n,22000,C87
1,SA - ARABIA SAUDITE,"2101129200 - Pergatitje me baze te ekstrakteve, esencave apo koncentrateve te kafese",24837.12,C21
1,XS - SERBIA,"2713110000 - Koks nafte, i pa kalcinuar",216489.8,C27
1,XS - SERBIA,"7306619290 - Tuba me seksion katror ose drejtkendesh, te salduar, prej celiku jo inox, me trashesi muresh deri 2mm",148079,C73
1,XS - SERBIA,"8474809000 - Makineri te tjera per aglomerim, formim apo dhenie forme te lendeve ndryshe nga pastat qeramike dhe makineri per berjen e kallepeve prej rere te fonderise",8000,C84
1,XS - SERBIA,"8302490090 - Te tjera mbajtese metalike, pajisje te tjera dhe artikuj te ngjashem",403.2,C83
1,XS - SERBIA,"3916200000 - Shufra, shkopinj, ose profile, prej polimereve te vinil kloridit",12837.5,C39
1,XS - SERBIA,"4101203000 - Lekure te paperpunuara prej gjedheve, te plota, e kriposur e njome, me peshe jo me teper se 16 kg/cope",7289.04,C41
1,XS - SERBIA,"4010310000 - Rripa pa fund transmisioni te seksionit kryq trapezoidal (rripat V), te dhembezuar, te nje perimetri te jashtem me teper se 60 cm por jo me teper se 180 cm",1232.59,C40
1,XS - SERBIA,8460900000 - Te tjera,3000,C84
1,SG - SINGAPURI,"6204430000 - Fustane per gra dhe vajza, prej fibrave sintetike",1990,C62
1,SK - SLLOVAKIA,"8531202090 - Panele treguese, qe kane te inkorporuar dioda emetuese te drites (LED)",384.33,C85
1,SI - SLLOVENIA,9403609000 - Mobilie te tjera prej druri,3420,C94
1,SI - SLLOVENIA,"9401610000 - Ndenjese me skelet druri, te mobiluara",3800,C94
1,SI - SLLOVENIA,"4101503000 - Lekure te paperpunuara prej gjedheve, te plota, te njoma dhe te kriposura, me peshe me teper se 16 kg/cope",32907,C41
1,SI - SLLOVENIA,3926909790 - Artikuj te tjere prej plastike,52.5,C39
1,SE - SUEDIA,"1905319900 - Biskota te tjera te embla, pa veshje cokollate, qe permbajne me pak se 8% yndyrna qumeshti ",5872.18,C19
1,SE - SUEDIA,8708299000 - Pjese dhe plotesuesi te tjere per trupat e automjeteve,1239.1,C87
1,SE - SUEDIA,"6402999300 - Mbathje te tjera kembesh, unisex, me suprine prej plastike, dhe shuall gome ose plastike, me gjatesi te tabanit 24 cm apo me shume",5330,C64
1,SE - SUEDIA,"2001907000 - Speca, te konservuara",3292.8,C20
1,SE - SUEDIA,"3917310090 - Tuba fleksibel prej plastike, me presion minimal te pelcitjes prej 27.6 Mpa",265,C39
1,SE - SUEDIA,3919908000 - Te tjera,2450,C39
1,CH - ZVICRRA,9403500000 - Mobilie prej druri per dhome gjumi,55093,C94
1,CH - ZVICRRA,"8516605000 - Pllakat per gatim, unazat dhe pllakat per te ziere",10048,C85
1,CH - ZVICRRA,"7610100000 - Dyer, dritare dhe skeletet e tyre dhe pragjet per dyer, prej alumini",60179.5,C76
1,CH - ZVICRRA,8421398590 - Te tjera,20,C84
1,CH - ZVICRRA,"8516609000 - Pajisje te tjera elektrike per gatim, te paspecifikuara, qe perfshihen ne nenkreun 851660 ",1530,C85
1,CH - ZVICRRA,9403208090 - Mobilje te tjera metalike,10934,C94
1,CH - ZVICRRA,"8708503500 - Boshte drejtuese me diferencial, me komponente te tjera transmesioni ose jo, dhe boshtet jodrejtuese",230,C87
1,CH - ZVICRRA,8711100000 - Motorcikleta me motor me djegje te brendshme me piston reciprok me kapacitet cilindri qe nuk e kalon 50 cm3,180,C87
1,CH - ZVICRRA,"9405618090 - Shenjat e ndricimit, tabelat e ndricuara te emrave dhe te ngjashme:",170,C94
1,CH - ZVICRRA,"9404299000 - Dysheke prej materialesh te ndryshme nga goma apo plastike, pa susta brenda",6477,C94
1,CH - ZVICRRA,"7005103000 - Qelq jo i armuar, pa shtrese jo reflektuese, me trashesi mbi 3,5 mm por deri se 4,5 mm",95,C70
1,CH - ZVICRRA,7314190000 - Pelhura te endura prej celiku,640,C73
1,CH - ZVICRRA,7604299000 - Profile (jo te zgavruara) prej lidhjesh te aluminit,22935,C76
1,CH - ZVICRRA,"7209908000 - Llamarine prej celiku jo te lidhur, petezuar ne te ftohte ne flete me gjeresi mbi 600mm, e punuar ndryshe nga petezimi dhe perforimi",900,C72
1,CH - ZVICRRA,"6601999000 - Cadra shiu ose dielli, jo me bosht te zgjatshem (teleskopik), me mbulese jo prej materialesh tekstile te endura",9459,C66
1,CH - ZVICRRA,8425310090 - Te tjera,50,C84
1,CH - ZVICRRA,"3208109000 - Bojra dhe llustroses, me baze poliestere",319.78,C32
1,CH - ZVICRRA,"3922100000 - Vaskat, pllakat e dushit dhe basenet larese prej plastike",215,C39
1,CH - ZVICRRA,"3918109000 - Mbulues te tjere per dysheme, mure dhe tavane, prej polivinil kloridi (spas shenimit 9 te kapitullit 39)",1154.59,C39
1,CH - ZVICRRA,"7216401000 - Seksionet L, prej celiku jo te lidhur, thjesht te petezuar, terhequr ose stampuar ne te nxehte, me lartesi mbi 80 mm",1658.87,C72
1,CH - ZVICRRA,6907230000 - Me koeficient absorbues te ujit ndaj peshe qe  tejkalon 10 %,1834.4,C69
1,CH - ZVICRRA,7326200090 - Artikuj prej telit te hekurit apo te ceikut ,106.4,C73
1,CH - ZVICRRA,4823691000 - Tabaka dhe pjata prej letre ose kartoni,10,C48
1,CH - ZVICRRA,"4418500000 - Petavrat e cative, prej druri",600,C44
1,CH - ZVICRRA,"9403105800 - Mobilje metalike per zyra, jo me te larta se 80cm",3000,C94
1,CH - ZVICRRA,5603111000 - Te veshur apo te mbuluar,43.81,C56
1,CH - ZVICRRA,9207108000 - Te tjera,65,C92
1,CH - ZVICRRA,8421310090 - Filtrat e thithjes se ajrit per motoret me djegie te brendshme,200,C84
1,CH - ZVICRRA,9405119000 - Prej materialeve te tjera,747,C94
1,CH - ZVICRRA,7326903000 - Shkalle dhe shkallare,255,C73
1,CH - ZVICRRA,8514191000 - Te tjera,3050,C85
1,CH - ZVICRRA,"8422190000 - Makinat per larjen e pjatave, te tipit jo shtepiak",1750,C84
1,CH - ZVICRRA,8516808000 - Rezistenca ngrohese elektrike,1250,C85
1,CH - ZVICRRA,"7007191000 - Xham sigurie i forcuar (temperuar), i emaluar",1501.77,C70
1,CH - ZVICRRA,"9404901000 - Jorgane dhe jasteke, mbushur me pupla apo me push",15,C94
1,CH - ZVICRRA,"9401790000 - Ndenjese me skelet metalik, jo te mobiluara",193,C94
1,CH - ZVICRRA,5801100000 - Prej leshi apo prej qimeve te holla te kafsheve,70,C58
1,CH - ZVICRRA,7326904000 - Paleta dhe platforma te ngjashme per mbajtjen e mallerave,80,C73
1,CH - ZVICRRA,2607000000 - Xeherore dhe koncentrate plumbi,365159.06,C26
1,TR - TURQIA,2620110000 - Shufra te forta zinku,48181.31,C26
1,TR - TURQIA,5906999000 - Te tjera,226984.66,C59
1,TR - TURQIA,7314190000 - Pelhura te endura prej celiku,21933,C73
1,TR - TURQIA,"4802200000 - Leter dhe karton per tu perdorur si baze per letren dhe kartonin foto, termo dhe elektro te ndjeshem",141.6,C48
1,AE - EM.E BASHKUARA ARABE,1806907000 - Pergatitje qe permbajne kakao per te bere pije,9.79,C18
1,AE - EM.E BASHKUARA ARABE,"6204499000 - Fustane per gra dhe vajza, prej materialeve te tjera tekstile",965,C62
1,GB - MBRETERIA E BASHKUAR,"6204499000 - Fustane per gra dhe vajza, prej materialeve te tjera tekstile",8450,C62
1,GB - MBRETERIA E BASHKUAR,"2009899600 - Leng qershije, me vlere Brix jo me te madhe se 67, me vlere jo me te madhe se 30 Euro/100kg, pa sheqer shetse",6013.44,C20
1,GB - MBRETERIA E BASHKUAR,4814907000 - Te tjera,125,C48
1,GB - MBRETERIA E BASHKUAR,8466919500 - Te tjera,1800,C84
1,US - SHTETET E BASHKUARA,"9403409000 - Mobilje te tjera kuzhine, prej druri",52260,C94
1,US - SHTETET E BASHKUARA,"2204219700 - Vere e bardhe, nga jashte BE, jo nga ndonje varietet i caktuar rrushi",4620,C22
1,US - SHTETET E BASHKUARA,"6104490000 - Fustane te thurura, per gra dhe vajza, prej materialeve te tjera tekstile",1600,C61
1,US - SHTETET E BASHKUARA,"6203423500 - Pantallona, qofte edhe te shkurtra, per djem dhe burra, prej pambuku",75,C62
1,ME - MALI I ZI,3926909790 - Artikuj te tjere prej plastike,2440.29,C39
1,ME - MALI I ZI,9608200000 - Penat dhe shkruesit me maje te mbushur dhe te tjere me maje poroze,315.27,C96
1,ME - MALI I ZI,"1512199000 - Vaj ushqimor luledielli ose safflower, i perpunuar",6930,C15
1,ME - MALI I ZI,"2201101100 - Uje mineral natyral, jo i karbonuar",70.56,C22
1,ME - MALI I ZI,"3921909000 - Pllaka, fleta, filma, etj., prej plastikave jo te polimerizuara",390,C39
1,ME - MALI I ZI,7306301200 - E terhequr ne te ftohte ose e mbeshtjelle ne te ftohte (e reduktuar ne te ftohte),2322.21,C73
1,ME - MALI I ZI,"8708509900 - Pjese per boshte drejtuese per automjete, te ndryshme prej celiku te farketuar me stampim te mbyllur",2385,C87
1,ME - MALI I ZI,4823699000 - Kupa dhe gota prej letre ose kartoni,2337.6,C48
1,ME - MALI I ZI,"9404901000 - Jorgane dhe jasteke, mbushur me pupla apo me push",950,C94
1,ME - MALI I ZI,8205598000 - Vegla te tjera te dores (ndyrshe nga me lart ne 8520),372.66,C82
1,ME - MALI I ZI,8301100000 - Drynat,118.53,C83
1,ME - MALI I ZI,"8518900000 - Pjese per mikrofone, altoparlante, kufje (degjuese) dhe grupet e aplifikatoreve te zerit",314.99,C85
1,ME - MALI I ZI,8543700300 - Pajisjet infra te kuqe pa tela per kontroll nga distanca per konsola te video lojrave,83.14,C85
1,ME - MALI I ZI,"3917330090 - Tuba fleksibel prej plastike, te paperforcuara apo te pakombinuara me materiale te tjera, me pershtatje",1530,C39
1,ME - MALI I ZI,"7324100090 - Lavamanet dhe lavapjatat, prej celiku te pandryshkshem",800,C73
1,ME - MALI I ZI,0604901900 - Te tjera,2940,C06
1,AL - SHQIPERI,"3921110000 - Pllaka, fleta, filma, etj., prej plastike celulare, prej polimereve te stirenit",107694.87,C39
1,AL - SHQIPERI,6904100000 - Tulla ndertuese prej qeramike,18737.26,C69
1,AL - SHQIPERI,"4811419000 - Leter dhe karton i gomuar vetngjites, me gjeresi qe e kalon 10 cm",8617.08,C48
1,AL - SHQIPERI,"3214900000 - Preparate jo refraktare siperfaqesore per fasada, mure te brendeshme, dysheme, tavane",13637.4,C32
1,AL - SHQIPERI,7804200000 - Pluhura dhe feteza,92572.38,C78
1,AL - SHQIPERI,3402509000 - Preparatet me veprim siperfaqesor,2.59,C34
1,AL - SHQIPERI,"9608101000 - Penat me maje te rrumbullaket, me boje te lenget",222.5,C96
1,AL - SHQIPERI,"4811600000 - Leter dhe karton, te veshur, te ngopur apo mbuluar me dyll, dyll parafine, stearine, vaj apo glicerol",2181.42,C48
1,AL - SHQIPERI,2103909000 - Te tjera ereza te perziera dhe aromatizues te perzier,22834.06,C21
1,AL - SHQIPERI,4911109000 - Materiale tregtare reklamuese te ndryshme nga katallogjet tregtare,31.4,C49
1,AL - SHQIPERI,"3924900000 - Artikuj shtepiake, te higjenes dhe tualetit, prej plastike",643.43,C39
1,AL - SHQIPERI,7306900000 - Te tjera,49376.71,C73
1,AL - SHQIPERI,"7323990000 - Pajisje te tjera prej gize ose celiku per tavoline, kuzhine dhe artikuj te tjere shtepiake dhe pjeset e tyre",6.9,C73
1,AL - SHQIPERI,2201900000 - Uje jo mineral,3592.51,C22
1,AL - SHQIPERI,"2001902000 - Fruta te llojit Capsicum ndryshe nga specat apo pimentos, te konservuara",49.1,C20
